text,label
PROVINSI JAWA TIMUR KOTA SURABAYA NIK: 8327187823880139 Nama: ANDI WAHYUNI Tempat/Tgl Lahir: SURABAYA 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. RAYA MANYAR KERTOARJO NO. 2 RT/RW: 003/008 Kel/Desa: ROMOKALISARI Kecamatan: BENOWO Agama: ISLAM Status Perkawinan: KAWIN KOTA SURABAYA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI KALIMANTAN BARAT KOTA PONTIANAK NIK: 5226220210574277 Nama: GADING MEGANTARA Tempat/Tgl Lahir: PONTIANAK 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A 4 Alamat: JL. VETERAN NO. 2A RT/RW: 003/008 Kel/Desa: SAIGON Kecamatan: PONTIANAK TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA PONTIANAK Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI JAWA TIMUR KOTA SURABAYA NIK: 8307171384951992 Nama: BAKIADI BAGAS NAPITUPULU Tempat/Tgl Lahir: SURABAYA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. RAYA GUBENG NO. 1 RT/RW: 003/008 Kel/Desa: ROMOKALISARI Kecamatan: BENOWO Agama: ISLAM Status Perkawinan: KAWIN KOTA SURABAYA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI SULAWESI SELATAN KOTA PAREPARE NIK: 2442731372037453 Nama: OKTA UTAMA Tempat/Tgl Lahir: PAREPARE 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. ANDI CAMMI RT/RW: 003/008 Kel/Desa: UJUNG BULU Kecamatan: UJUNG Agama: ISLAM Status Perkawinan: KAWIN KOTA PAREPARE Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI DAERAH ISTIMEWA YOGYAKARTA KOTA YOGYAKARTA NIK: 8304232018439555 Nama: CAWISADI ASWANI Tempat/Tgl Lahir: YOGYAKARTA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. SWK 104 CODONGCATUR NO. 8 RT/RW: 003/008 Kel/Desa: PANEMBAHAN Kecamatan: KRATON Agama: ISLAM Status Perkawinan: KAWIN KOTA YOGYAKARTA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI DAERAH ISTIMEWA YOGYAKARTA KOTA YOGYAKARTA NIK: 9565952776740675 Nama: WARDI SITORUS Tempat/Tgl Lahir: YOGYAKARTA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. URIP SUMOHARJO NO. 4 RT/RW: 003/008 Kel/Desa: PANEMBAHAN Kecamatan: KRATON Agama: ISLAM Status Perkawinan: KAWIN KOTA YOGYAKARTA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
"PROVINSI JAWA BARAT KOTA BANDUNG NIK: 0364054715545108 Nama: MAMAN PRASETYO Tempat/Tgl Lahir: BANDUNG, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. CIUMBULEUIT NO. 21 RT/RW: 003/008 Kel/Desa: CIBADAK Kecamatan: ASTANA ANYAR Agama: ISLAM Status Perkawinan: KAWIN KOTA BANDUNG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ",KTP
PROVINSI JAWA TIMUR KOTA MALANG NIK: 5917899884527883 Nama: ANI HARYANTI Tempat/Tgl Lahir: MALANG 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. RAYA MANUKAN TENGAH NO. 24 RT/RW: 003/008 Kel/Desa: GADINGASRI Kecamatan: KLOJEN Agama: ISLAM Status Perkawinan: KAWIN KOTA MALANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI DKI JAKARTA JAKARTA PUSAT NIK: 7966360099719501 Nama: DANUJA HAKIM Tempat/Tgl Lahir: JAKARTA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. HAJI AMAT NO. 7 RT/RW: 003/008 Kel/Desa: GELORA Kecamatan: TANAH ABANG Agama: ISLAM Status Perkawinan: KAWIN JAKARTA PUSAT Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
"PROVINSI SULAWESI TENGAH KOTA PALU NIK: 7373768960510095 Nama: SADINA ANDRIANI Tempat/Tgl Lahir: POSO, 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. RA KARTINI NO. 17 RT/RW: 003/008 Kel/Desa: KAWATUNA Kecamatan: MANTIKULORE Agama: HINDU Status Perkawinan: KAWIN KOTA PALU Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP",KTP
PROVINSI BALI KOTA DENPASAR NIK: 7796807137761813 Nama: TITI IDA HARTATI Tempat/Tgl Lahir: DENPASAR 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. MAHENDRADATTA NO. 2 RT/RW: 003/008 Kel/Desa: SANUR Kecamatan: DENPASAR SELATAN Agama: ISLAM Status Perkawinan: KAWIN KOTA DENPASAR Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI SUMATERA UTARA KOTA MEDAN NIK: 7790524550994589 Nama: VERA YULIANA Tempat/Tgl Lahir: MEDAN 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. ASAHAN NO. 1 RT/RW: 003/008 Kel/Desa: BINJAI Kecamatan: MEDAN DENAI Agama: ISLAM Status Perkawinan: KAWIN KOTA MEDAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 3939488019595979 Nama: AGNES LALA MANDASARI Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. KUTAI HILLS NO. 78 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI SULAWESI SELATAN KOTA MAKASSAR NIK: 4176646152763477 Nama: GANDA MAULANA Tempat/Tgl Lahir: MAKASSAR 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. PASAR IKAN 52 RT/RW: 003/008 Kel/Desa: TAMAMAUNG Kecamatan: PANAKKUKANG Agama: ISLAM Status Perkawinan: KAWIN KOTA MAKASSAR Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
PROVINSI DKI JAKARTA JAKARTA PUSAT NIK: 5559708649707920 Nama: MICHELLE MILA MULYANI Tempat/Tgl Lahir: JAKARTA 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. PANDEGLANG NO. 19 RT/RW: 003/008 Kel/Desa: GELORA Kecamatan: TANAH ABANG Agama: ISLAM Status Perkawinan: KAWIN JAKARTA PUSAT Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI JAWA TIMUR KOTA SURABAYA NIK: 0618582626287954 Nama: PURWADI PRASETYO Tempat/Tgl Lahir: SURABAYA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. PUTAT JAYA NO. 16 RT/RW: 003/008 Kel/Desa: ROMOKALISARI Kecamatan: BENOWO Agama: ISLAM Status Perkawinan: KAWIN KOTA SURABAYA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 3988964799734411 Nama: OMAN ARDIANTO Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. JENDERAL AHMAD YANI NO. 7 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
"PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 7789548170837829 Nama: SISKA LARAS USADA Tempat/Tgl Lahir: BALIKPAPAN, 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. PULAU IRIAN NO. 51 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP",KTP
PROVINSI PAPUA KOTA JAYAPURA NIK: 0789498419949918 Nama: ESTIONO SIRAIT Tempat/Tgl Lahir: JAYAPURA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. PASIFIK PERMAI NO. 14 RT/RW: 003/008 Kel/Desa: KOTA BARU Kecamatan: ABEPURA Agama: ISLAM Status Perkawinan: KAWIN KOTA JAYAPURA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI BANTEN KOTA TANGERANG NIK: 5295122321094339 Nama: JAMALIA Tempat/Tgl Lahir: JAKARTA 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. RC. VETERAN RAYA NO. 2 RT/RW: 003/008 Kel/Desa: JATIUWUNG Kecamatan: CIBODAS Agama: ISLAM Status Perkawinan: KAWIN KOTA TANGERANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 3783153434213438 Nama: PUPUT KUSWANDARI Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. MANUNGGAL NO. 34 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI BALI KOTA DENPASAR NIK: 1752385318841461 Nama: LAILA ALMIRA ARYANI Tempat/Tgl Lahir: DENPASAR 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. GLOGOR CARIK NO. 22 RT/RW: 003/008 Kel/Desa: SANUR Kecamatan: DENPASAR SELATAN Agama: ISLAM Status Perkawinan: KAWIN KOTA DENPASAR Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI BANTEN KOTA TANGERANG NIK: 6489589664038523 Nama: FARAH RAHMAWATI Tempat/Tgl Lahir: JAKARTA 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. KEPODANG RAYA NO. 33 RT/RW: 003/008 Kel/Desa: JATIUWUNG Kecamatan: CIBODAS Agama: ISLAM Status Perkawinan: KAWIN KOTA TANGERANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI PAPUA KOTA JAYAPURA NIK: 0146471621533450 Nama: MALIK FIRGANTARA Tempat/Tgl Lahir: JAYAPURA 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. BAMBU NO. 3 RT/RW: 003/008 Kel/Desa: KOTA BARU Kecamatan: ABEPURA Agama: ISLAM Status Perkawinan: KAWIN KOTA JAYAPURA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
"PROVINSI BANTEN KOTA TANGERANG NIK: 9139627676701813 Nama: BAKIANTO WASITA Tempat/Tgl Lahir: TANGERANG, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. MERPATI NO. 103 RT/RW: 003/008 Kel/Desa: JATIUWUNG Kecamatan: CIBODAS Agama: ISLAM Status Perkawinan: KAWIN KOTA TANGERANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ",KTP
PROVINSI ACEH KOTA BANDA ACEH NIK: 0989613250985649 Nama: NAJAM NABABAN Tempat/Tgl Lahir: LHOKSEUMAWE 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. POSE NO. 56 RT/RW: 003/008 Kel/Desa: PEUNITI Kecamatan: BAITURRAHMAN Agama: ISLAM Status Perkawinan: KAWIN KOTA BANDA ACEH Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI JAWA TIMUR KOTA MALANG NIK: 7037571900416166 Nama: NUGRAHA PADI SITUMORANG Tempat/Tgl Lahir: MALANG 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. WALIKOTA MUSTAJAB NO. 3 RT/RW: 003/008 Kel/Desa: GADINGASRI Kecamatan: KLOJEN Agama: KRISTEN Status Perkawinan: KAWIN KOTA MALANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 9313448992692083 Nama: GANDA MUSTOFA Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. MANUNGGAL NO. 10 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
PROVINSI KALIMANTAN BARAT KOTA PONTIANAK NIK: 9575856447353344 Nama: RIDWAN OKTA RAMADHAN Tempat/Tgl Lahir: PONTIANAK 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. SELAMAT KARMAN NO. 25 RT/RW: 003/008 Kel/Desa: SAIGON Kecamatan: PONTIANAK TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA PONTIANAK Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 3287101292846210 Nama: HARTAKA BUDIMAN Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. MOHAMMAD T. HARYONO NO. 138 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI SULAWESI SELATAN KOTA MAKASSAR NIK: 8516050850265088 Nama: MUH. RIDWAN SALAMAN Tempat/Tgl Lahir: MAKASSAR 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. TAMAN MAKAM PAHLAWAN NO. 3 RT/RW: 003/008 Kel/Desa: TAMAMAUNG Kecamatan: PANAKKUKANG Agama: ISLAM Status Perkawinan: KAWIN KOTA MAKASSAR Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
"PROVINSI SULAWESI TENGAH KOTA PALU NIK: 8827136615928725 Nama: JOHAN KUSUMO Tempat/Tgl Lahir: PALU, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. BEO NO. 3 RT/RW: 003/008 Kel/Desa: KAWATUNA Kecamatan: MANTIKULORE Agama: ISLAM Status Perkawinan: KAWIN KOTA PALU Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP",KTP
PROVINSI SULAWESI SELATAN KOTA MAKASSAR NIK: 7006018471366760 Nama: WIRDA ANGGRAINI Tempat/Tgl Lahir: MAKASSAR 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. GUNUNG BATU PUTIH NO. 20 RT/RW: 003/008 Kel/Desa: TAMAMAUNG Kecamatan: PANAKKUKANG Agama: ISLAM Status Perkawinan: KAWIN KOTA MAKASSAR Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI JAWA TIMUR KOTA MALANG NIK: 5004616645576670 Nama: GHALIYATI SUSANTI Tempat/Tgl Lahir: MALANG 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. ISTANA DIENG RAYA NO. 3 RT/RW: 003/008 Kel/Desa: GADINGASRI Kecamatan: KLOJEN Agama: ISLAM Status Perkawinan: KAWIN KOTA MALANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ,KTP
PROVINSI SUMATERA UTARA KOTA MEDAN NIK: 0438086364839924 Nama: JASMANI SAKA Tempat/Tgl Lahir: MEDAN 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. AMALIUN NO. 1 RT/RW: 003/008 Kel/Desa: BINJAI Kecamatan: MEDAN DENAI Agama: ISLAM Status Perkawinan: KAWIN KOTA MEDAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
PROVINSI PAPUA KOTA JAYAPURA NIK: 9061994270769449 Nama: HESTI XAVIRA Tempat/Tgl Lahir: JAYAPURA 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. PASIFIK PERMAI NO. 87 RT/RW: 003/008 Kel/Desa: KOTA BARU Kecamatan: ABEPURA Agama: ISLAM Status Perkawinan: KAWIN KOTA JAYAPURA Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
"PROVINSI JAWA BARAT KOTA BANDUNG NIK: 2141753159260795 Nama: JAEMAN YAHYAARDIANTO Tempat/Tgl Lahir: BANDUNG, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. MOHAMMAD TOHA NO. 4 RT/RW: 003/008 Kel/Desa: CIBADAK Kecamatan: ASTANA ANYAR Agama: ISLAM Status Perkawinan: KAWIN KOTA BANDUNG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ",KTP
"PROVINSI BANTEN KOTA TANGERANG NIK: 6118827618648508 Nama: AGUS MARYADI Tempat/Tgl Lahir: TANGERANG, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. RAYA SERPONG NO. 4 RT/RW: 003/008 Kel/Desa: JATIUWUNG Kecamatan: CIBODAS Agama: ISLAM Status Perkawinan: KAWIN KOTA TANGERANG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP ",KTP
PROVINSI KALIMANTAN TIMUR KOTA BALIKPAPAN NIK: 3898359830968010 Nama: JULIANA MANGIWA Tempat/Tgl Lahir: BALIKPAPAN 12-03-2030 Jenis Kelamin: PEREMPUAN Gol. Darah: A Alamat: JL. MOHAMMAD T. HARYONO NO. 34 RT/RW: 003/008 Kel/Desa: LAMARU Kecamatan: BALIKPAPAN TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA BALIKPAPAN Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
"PROVINSI JAWA BARAT KOTA BANDUNG NIK: 2580331964489575 Nama: GARANG HIDAYAT Tempat/Tgl Lahir: BANDUNG, 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. MALABAR NO. 1 RT/RW: 003/008 Kel/Desa: CIBADAK Kecamatan: ASTANA ANYAR Agama: ISLAM Status Perkawinan: KAWIN KOTA BANDUNG Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP",KTP
PROVINSI KALIMANTAN BARAT KOTA PONTIANAK NIK: 6767180794830344 Nama: REZA MAULANA Tempat/Tgl Lahir: PONTIANAK 12-03-2030 Jenis Kelamin: LAKI-LAKI Gol. Darah: A Alamat: JL. YANI NO. 13 RT/RW: 003/008 Kel/Desa: SAIGON Kecamatan: PONTIANAK TIMUR Agama: ISLAM Status Perkawinan: KAWIN KOTA PONTIANAK Pekerjaan KARYAWAN 31-08-2017 Kewarganegaraan: WNI Berlaku Hingga: SEUMUR HIDUP,KTP
